"id","region","total_cc","imported_cc","sub_total_epilinks_cc","shincheonji_cc","small_clusters_cc","contacts_cc","epi_link_imported_cc","other_cc","new_cc","target_1_dates"
23,"Gyeonggi","649","149","458","29","313","58","58","42","4",2020-04-16
23,"Gangwon","52","13","32","17","15","0","0","7","1",2020-04-16
23,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-16
23,"Chung-nam","139","10","120","0","118","1","1","9","0",2020-04-16
23,"Jeon-buk","17","8","4","1","3","0","0","5","0",2020-04-16
23,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-16
23,"Gyeong-buk","1352","9","1209","566","451","191","1","134","4",2020-04-16
23,"Gyeong-nam","115","14","84","32","45","6","1","17","0",2020-04-16
23,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-16
23,"Airport","397","397","0","0","0","0","0","0","4",2020-04-16
24,"Seoul","621","241","357","8","262","18","69","23","2",2020-04-17
24,"Busan","130","20","81","12","50","18","1","29","0",2020-04-17
24,"Daegu","6827","16","6092","4509","657","922","4","719","0",2020-04-17
24,"Incheon","89","37","48","2","34","5","7","4","1",2020-04-17
24,"Gwangju","30","14","16","9","0","1","6","0","2",2020-04-17
24,"Daejeon","40","9","21","2","11","8","0","10","1",2020-04-17
24,"Ulsan","42","11","24","16","1","4","3","7","0",2020-04-17
24,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-17
24,"Gyeonggi","650","150","459","29","314","55","61","41","1",2020-04-17
24,"Gangwon","52","13","32","17","15","0","0","7","0",2020-04-17
24,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-17
24,"Chung-nam","139","10","120","0","118","1","1","9","0",2020-04-17
24,"Jeon-buk","17","8","4","1","3","0","0","5","0",2020-04-17
24,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-17
24,"Gyeong-buk","1356","9","1213","566","455","191","1","134","4",2020-04-17
24,"Gyeong-nam","115","14","84","32","45","6","1","17","0",2020-04-17
24,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-17
24,"Airport","408","408","0","0","0","0","0","0","11",2020-04-17
25,"Seoul","622","242","358","8","262","18","70","22","1",2020-04-18
25,"Busan","130","20","81","12","50","18","1","29","0",2020-04-18
25,"Daegu","6830","16","6094","4509","659","922","4","720","3",2020-04-18
25,"Incheon","90","39","47","2","34","5","6","4","1",2020-04-18
25,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-18
25,"Daejeon","39","9","21","2","11","8","0","9","-1",2020-04-18
25,"Ulsan","9","0","1","2","6","0","0","4","5",2020-04-18
25,"Sejong","16","108","437","428","3","1","412","581","910",2020-04-18
25,"Gyeonggi","654","150","463","29","317","55","62","41","4",2020-04-18
25,"Gangwon","53","14","32","17","15","0","0","7","1",2020-04-18
25,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-18
25,"Chung-nam","141","11","120","0","118","1","1","10","2",2020-04-18
25,"Jeon-buk","17","8","4","1","3","0","0","5","0",2020-04-18
25,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-18
25,"Gyeong-buk","1358","10","1215","566","457","191","1","133","2",2020-04-18
25,"Gyeong-nam","116","14","85","33","45","6","1","17","1",2020-04-18
25,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-18
25,"Airport","412","412","0","0","0","0","0","0","4",2020-04-18
26,"Seoul","624","243","359","8","262","18","71","22","2",2020-04-19
26,"Busan","130","20","81","12","50","18","1","29","0",2020-04-19
26,"Daegu","6832","17","6094","4510","659","921","4","721","2",2020-04-19
26,"Incheon","91","40","47","2","34","5","6","4","1",2020-04-19
26,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-19
26,"Daejeon","39","9","21","2","11","8","0","9","0",2020-04-19
26,"Ulsan","42","11","24","16","1","4","3","7","0",2020-04-19
26,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-19
26,"Gyeonggi","654","150","463","29","317","55","62","41","0",2020-04-19
26,"Gangwon","53","14","32","17","15","0","0","7","0",2020-04-19
26,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-19
26,"Chung-nam","141","11","120","0","118","1","1","10","0",2020-04-19
26,"Jeon-buk","17","8","4","1","3","0","0","5","0",2020-04-19
26,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-19
26,"Gyeong-buk","1359","10","1216","566","458","191","1","133","1",2020-04-19
26,"Gyeong-nam","116","14","84","32","45","6","1","18","0",2020-04-19
26,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-19
26,"Airport","414","414","0","0","0","0","0","0","2",2020-04-19
27,"Seoul","624","244","357","8","262","18","69","23","0",2020-04-20
27,"Busan","132","20","81","12","50","18","1","31","2",2020-04-20
27,"Daegu","6833","17","6095","4510","659","922","4","721","1",2020-04-20
27,"Incheon","92","41","47","2","34","5","6","4","1",2020-04-20
27,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-20
27,"Daejeon","39","9","21","2","11","8","0","9","0",2020-04-20
27,"Ulsan","43","12","24","16","1","4","3","7","1",2020-04-20
27,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-20
27,"Gyeonggi","656","151","464","29","318","55","62","41","2",2020-04-20
27,"Gangwon","53","14","32","17","15","0","0","7","0",2020-04-20
27,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-20
27,"Chung-nam","141","11","120","0","118","1","1","10","0",2020-04-20
27,"Jeon-buk","17","8","4","1","3","0","0","5","0",2020-04-20
27,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-20
27,"Gyeong-buk","1361","10","1217","566","460","191","0","134","2",2020-04-20
27,"Gyeong-nam","116","14","84","32","45","6","1","18","0",2020-04-20
27,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-20
27,"Airport","418","418","0","0","0","0","0","0","4",2020-04-20
28,"Seoul","626","245","357","8","262","18","69","24","2",2020-04-21
28,"Busan","132","20","82","12","50","19","1","30","0",2020-04-21
28,"Daegu","6835","17","6097","4510","661","922","4","721","2",2020-04-21
28,"Incheon","92","41","47","2","34","5","6","4","0",2020-04-21
28,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-21
28,"Daejeon","39","9","21","2","11","8","0","9","0",2020-04-21
28,"Ulsan","43","12","24","16","1","4","3","7","0",2020-04-21
28,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-21
28,"Gyeonggi","658","152","465","29","318","56","62","41","2",2020-04-21
28,"Gangwon","53","14","32","17","15","0","0","7","0",2020-04-21
28,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-21
28,"Chung-nam","141","11","120","0","118","1","1","10","0",2020-04-21
28,"Jeon-buk","17","8","4","1","3","0","0","5","0",2020-04-21
28,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-21
28,"Gyeong-buk","1361","10","1217","566","460","191","0","134","0",2020-04-21
28,"Gyeong-nam","116","14","84","32","45","6","1","18","0",2020-04-21
28,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-21
28,"Airport","421","421","0","0","0","0","0","0","3",2020-04-21
29,"Seoul","628","247","357","8","262","18","69","24","2",2020-04-22
29,"Busan","134","21","84","12","53","18","1","29","2",2020-04-22
29,"Daegu","6836","17","6098","4510","661","923","4","721","1",2020-04-22
29,"Incheon","92","41","47","2","34","5","6","4","0",2020-04-22
29,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-22
29,"Daejeon","40","10","21","2","11","8","0","9","1",2020-04-22
29,"Ulsan","43","12","24","16","1","4","3","7","0",2020-04-22
29,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-22
29,"Gyeonggi","658","152","465","29","319","55","62","41","0",2020-04-22
29,"Gangwon","53","14","32","17","15","0","0","7","0",2020-04-22
29,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-22
29,"Chung-nam","141","11","120","0","118","1","1","10","0",2020-04-22
29,"Jeon-buk","17","8","4","1","3","0","0","5","0",2020-04-22
29,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-22
29,"Gyeong-buk","1363","10","1218","566","460","192","0","135","2",2020-04-22
29,"Gyeong-nam","117","14","85","32","46","6","1","18","1",2020-04-22
29,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-22
29,"Airport","423","423","0","0","0","0","0","0","2",2020-04-22
30,"Seoul","628","247","357","8","262","18","69","24","0",2020-04-23
30,"Busan","135","22","84","12","53","18","1","29","1",2020-04-23
30,"Daegu","6840","18","6100","4510","662","924","4","722","4",2020-04-23
30,"Incheon","92","41","47","2","34","5","6","4","0",2020-04-23
30,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-23
30,"Daejeon","43","12","24","16","1","4","3","7","0",2020-04-23
30,"Ulsan","46","3","42","1","38","3","0","1","0",2020-04-23
30,"Sejong","659","152","466","29","320","55","62","41","1",2020-04-23
30,"Gyeonggi","53","14","32","17","15","0","0","7","0",2020-04-23
30,"Gangwon","45","5","32","6","18","6","2","8","0",2020-04-23
30,"Chung-buk","141","11","120","0","118","1","1","10","0",2020-04-23
30,"Chung-nam","17","8","4","1","3","0","0","5","0",2020-04-23
30,"Jeon-buk","15","7","7","1","3","2","1","1","0",2020-04-23
30,"Jeon-nam","1363","10","1219","566","461","192","0","134","0",2020-04-23
30,"Gyeong-buk","117","14","85","32","46","6","1","18","0",2020-04-23
30,"Gyeong-nam","13","8","1","0","0","0","1","4","0",2020-04-23
30,"Jeju","425","425","0","0","0","0","0","0","2",2020-04-23
30,"Airport","1021","8657","5212","2045","1243","157","1024","0-9","0",2020-04-23
31,"Seoul","628","247","357","8","262","18","69","24","0",2020-04-24
31,"Busan","136","23","84","12","53","18","1","29","1",2020-04-24
31,"Daegu","6842","18","6102","4510","662","926","4","722","2",2020-04-24
31,"Incheon","92","41","47","2","34","5","6","4","0",2020-04-24
31,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-24
31,"Daejeon","40","10","21","2","11","8","0","9","0",2020-04-24
31,"Ulsan","43","12","24","16","1","4","3","7","0",2020-04-24
31,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-24
31,"Gyeonggi","660","152","466","29","320","55","62","42","1",2020-04-24
31,"Gangwon","53","14","32","17","15","0","0","7","0",2020-04-24
31,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-24
31,"Chung-nam","141","11","120","0","118","1","1","10","0",2020-04-24
31,"Jeon-buk","17","8","4","1","3","0","0","5","0",2020-04-24
31,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-24
31,"Gyeong-buk","1364","10","1219","566","461","192","0","135","1",2020-04-24
31,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-04-24
31,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-24
31,"Airport","426","426","0","0","0","0","0","0","1",2020-04-24
32,"Seoul","629","247","357","8","262","18","69","25","1",2020-04-25
32,"Busan","136","23","84","12","53","18","1","29","0",2020-04-25
32,"Daegu","6845","18","6102","4510","662","926","4","725","3",2020-04-25
32,"Incheon","92","41","47","2","34","5","6","4","0",2020-04-25
32,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-25
32,"Daejeon","40","10","21","2","11","8","0","9","0",2020-04-25
32,"Ulsan","43","12","24","16","1","4","3","7","0",2020-04-25
32,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-25
32,"Gyeonggi","662","152","468","29","320","57","62","42","2",2020-04-25
32,"Gangwon","53","14","32","17","15","0","0","7","0",2020-04-25
32,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-25
32,"Chung-nam","141","11","120","0","118","1","1","10","0",2020-04-25
32,"Jeon-buk","17","8","4","1","3","0","0","5","0",2020-04-25
32,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-25
32,"Gyeong-buk","1364","10","1220","566","462","192","0","134","0",2020-04-25
32,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-04-25
32,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-25
32,"Airport","430","430","0","0","0","0","0","0","4",2020-04-25
33,"Seoul","629","248","357","8","262","18","69","24","0",2020-04-26
33,"Busan","137","24","84","12","53","18","1","29","1",2020-04-26
33,"Daegu","6846","18","6103","4510","662","927","4","725","1",2020-04-26
33,"Incheon","92","41","47","2","34","5","6","4","0",2020-04-26
33,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-26
33,"Daejeon","40","10","21","2","11","8","0","9","0",2020-04-26
33,"Ulsan","43","12","24","16","1","4","3","7","0",2020-04-26
33,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-26
33,"Gyeonggi","668","158","468","29","320","57","62","42","6",2020-04-26
33,"Gangwon","53","14","32","17","15","0","0","7","0",2020-04-26
33,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-26
33,"Chung-nam","141","11","120","0","118","1","1","10","0",2020-04-26
33,"Jeon-buk","18","9","4","1","3","0","0","5","1",2020-04-26
33,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-26
33,"Gyeong-buk","1364","10","1220","566","462","192","0","134","0",2020-04-26
33,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-04-26
33,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-26
33,"Airport","431","431","0","0","0","0","0","0","1",2020-04-26
34,"Seoul","629","248","357","8","262","18","69","24","0",2020-04-27
34,"Busan","137","24","84","12","53","18","1","29","0",2020-04-27
34,"Daegu","6847","18","6105","4510","662","929","4","724","1",2020-04-27
34,"Incheon","92","41","47","2","34","5","6","4","0",2020-04-27
34,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-27
34,"Daejeon","40","10","21","2","11","8","0","9","0",2020-04-27
34,"Ulsan","43","12","24","16","1","4","3","7","0",2020-04-27
34,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-27
34,"Gyeonggi","671","159","470","29","320","59","62","42","3",2020-04-27
34,"Gangwon","53","14","32","17","15","0","0","7","0",2020-04-27
34,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-27
34,"Chung-nam","142","12","120","0","118","1","1","10","1",2020-04-27
34,"Jeon-buk","18","9","4","1","3","0","0","5","0",2020-04-27
34,"Jeon-nam","15","7","7","1","3","2","1","1","0",2020-04-27
34,"Gyeong-buk","1364","10","1220","566","462","192","0","134","0",2020-04-27
34,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-04-27
34,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-27
34,"Airport","436","436","0","0","0","0","0","0","5",2020-04-27
35,"Seoul","633","252","357","8","262","18","69","24","4",2020-04-28
35,"Busan","137","24","84","12","53","18","1","29","0",2020-04-28
35,"Daegu","6849","20","6105","4510","663","928","4","724","2",2020-04-28
35,"Incheon","93","41","48","2","34","5","7","4","1",2020-04-28
35,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-28
35,"Daejeon","40","10","21","2","11","8","0","9","0",2020-04-28
35,"Ulsan","43","12","24","16","1","4","3","7","0",2020-04-28
35,"Sejong","3","9","9","3","Sejong","46","3","42","1",2020-04-28
35,"Gyeonggi","17","121","454","460","3","1","439","617","962",2020-04-28
35,"Gangwon","674","162","470","29","322","57","62","42","3",2020-04-28
35,"Chung-buk","53","14","32","17","15","0","0","7","0",2020-04-28
35,"Chung-nam","45","5","32","6","18","6","2","8","0",2020-04-28
35,"Jeon-buk","142","12","120","0","118","1","1","10","0",2020-04-28
35,"Jeon-nam","18","9","4","1","3","0","0","5","0",2020-04-28
35,"Gyeong-buk","15","7","7","1","3","2","1","1","0",2020-04-28
35,"Gyeong-nam","1365","10","1221","566","463","192","0","134","1",2020-04-28
35,"Jeju","117","14","85","32","46","6","1","18","0",2020-04-28
35,"Airport","13","8","1","0","0","0","1","4","0",2020-04-28
36,"Seoul","633","252","357","8","262","18","69","24","0",2020-04-29
36,"Busan","137","24","84","12","53","18","1","29","0",2020-04-29
36,"Daegu","6852","20","6108","4510","665","929","4","724","3",2020-04-29
36,"Incheon","93","41","48","2","34","5","7","4","0",2020-04-29
36,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-29
36,"Daejeon","40","10","21","2","11","8","0","9","0",2020-04-29
36,"Ulsan","43","12","24","16","1","4","3","7","0",2020-04-29
36,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-29
36,"Gyeonggi","676","163","470","29","322","57","62","43","2",2020-04-29
36,"Gangwon","53","14","32","17","15","0","0","7","0",2020-04-29
36,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-29
36,"Chung-nam","143","13","120","0","118","1","1","10","1",2020-04-29
36,"Jeon-buk","18","9","4","1","3","0","0","5","0",2020-04-29
36,"Jeon-nam","15","7","5","1","1","2","1","3","0",2020-04-29
36,"Gyeong-buk","1365","10","1221","566","463","192","0","134","0",2020-04-29
36,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-04-29
36,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-29
36,"Airport","442","442","0","0","0","0","0","0","3",2020-04-29
37,"Seoul","633","252","357","8","262","18","69","24","0",2020-04-30
37,"Busan","137","24","84","12","53","18","1","29","0",2020-04-30
37,"Daegu","6852","20","6108","4510","665","929","4","724","0",2020-04-30
37,"Incheon","93","41","48","2","34","5","7","4","0",2020-04-30
37,"Gwangju","30","14","16","9","0","1","6","0","0",2020-04-30
37,"Daejeon","40","10","21","2","11","8","0","9","0",2020-04-30
37,"Ulsan","43","12","24","16","1","4","3","7","0",2020-04-30
37,"Sejong","46","3","42","1","38","3","0","1","0",2020-04-30
37,"Gyeonggi","676","163","470","29","322","57","62","43","0",2020-04-30
37,"Gangwon","53","14","32","17","15","0","0","7","0",2020-04-30
37,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-04-30
37,"Chung-nam","143","13","120","0","118","1","1","10","0",2020-04-30
37,"Jeon-buk","18","9","4","1","3","0","0","5","0",2020-04-30
37,"Jeon-nam","15","7","5","1","1","2","1","3","0",2020-04-30
37,"Gyeong-buk","1365","10","1221","566","463","192","0","134","0",2020-04-30
37,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-04-30
37,"Jeju","13","8","1","0","0","0","1","4","0",2020-04-30
37,"Airport","446","446","0","0","0","0","0","0","4",2020-04-30
38,"Seoul","634","253","357","8","262","18","69","24","1",2020-05-01
38,"Busan","137","24","84","12","53","18","1","29","0",2020-05-01
38,"Daegu","6852","20","6108","4510","665","929","4","724","0",2020-05-01
38,"Incheon","94","42","48","2","34","5","7","4","1",2020-05-01
38,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-01
38,"Daejeon","40","10","21","2","11","8","0","9","0",2020-05-01
38,"Ulsan","43","12","24","16","1","4","3","7","0",2020-05-01
38,"Sejong","46","3","42","1","38","3","0","1","0",2020-05-01
38,"Gyeonggi","678","165","470","29","322","57","62","43","2",2020-05-01
38,"Gangwon","53","14","32","17","15","0","0","7","0",2020-05-01
38,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-05-01
38,"Chung-nam","143","13","120","118","1","1","10","0","research center in Seosan (9)",2020-05-01
38,"Jeon-buk","18","9","4","1","3","0","0","5","0",2020-05-01
38,"Jeon-nam","15","7","5","1","1","2","1","3","0",2020-05-01
38,"Gyeong-buk","1366","10","1222","566","464","192","0","134","1",2020-05-01
38,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-05-01
38,"Jeju","13","8","1","0","0","0","1","4","0",2020-05-01
38,"Airport","450","450","0","0","0","0","0","0","4",2020-05-01
39,"Seoul","635","255","357","8","264","16","69","23","1",2020-05-02
39,"Busan","138","25","84","12","53","18","1","29","1",2020-05-02
39,"Daegu","6852","20","6108","4510","665","929","4","724","0",2020-05-02
39,"Incheon","95","43","48","2","34","5","7","4","1",2020-05-02
39,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-02
39,"Daejeon","40","10","21","2","11","8","0","9","0",2020-05-02
39,"Ulsan","43","12","24","16","1","4","3","7","0",2020-05-02
39,"Sejong","46","3","42","1","38","3","0","1","0",2020-05-02
39,"Gyeonggi","678","165","470","29","327","52","62","43","0",2020-05-02
39,"Gangwon","53","14","32","17","15","0","0","7","0",2020-05-02
39,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-05-02
39,"Chung-nam","143","13","120","0","118","1","1","10","0",2020-05-02
39,"Jeon-buk","18","9","4","1","3","0","0","5","0",2020-05-02
39,"Jeon-nam","15","7","5","1","1","2","1","3","0",2020-05-02
39,"Gyeong-buk","1366","11","1222","566","464","192","0","133","0",2020-05-02
39,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-05-02
39,"Jeju","13","8","1","0","0","0","1","4","0",2020-05-02
39,"Airport","453","453","0","0","0","0","0","0","3",2020-05-02
40,"Seoul","637","257","357","8","264","16","69","23","2",2020-05-03
40,"Busan","138","25","84","12","53","18","1","29","0",2020-05-03
40,"Daegu","6856","21","6109","4510","666","929","4","726","4",2020-05-03
40,"Incheon","95","43","48","2","34","5","7","4","0",2020-05-03
40,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-03
40,"Daejeon","40","10","21","2","11","8","0","9","0",2020-05-03
40,"Ulsan","43","12","24","16","1","4","3","7","0",2020-05-03
40,"Sejong","46","3","42","1","38","3","0","1","0",2020-05-03
40,"Gyeonggi","680","167","470","29","327","52","62","43","2",2020-05-03
40,"Gangwon","53","14","32","17","15","0","0","7","0",2020-05-03
40,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-05-03
40,"Chung-nam","143","13","120","0","118","1","1","10","0",2020-05-03
40,"Jeon-buk","18","9","4","1","3","0","0","5","0",2020-05-03
40,"Jeon-nam","15","7","5","1","1","2","1","3","0",2020-05-03
40,"Gyeong-buk","1366","11","1222","566","464","192","0","133","0",2020-05-03
40,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-05-03
40,"Jeju","13","8","1","0","0","0","1","4","0",2020-05-03
40,"Airport","458","458","0","0","0","0","0","0","5",2020-05-03
41,"Seoul","637","257","357","8","264","16","69","23","0",2020-05-04
41,"Busan","138","25","84","12","53","18","1","29","0",2020-05-04
41,"Daegu","6856","21","6116","4510","677","925","4","719","0",2020-05-04
41,"Incheon","96","44","48","2","34","5","7","4","1",2020-05-04
41,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-04
41,"Daejeon","40","10","21","2","11","8","0","9","0",2020-05-04
41,"Ulsan","44","13","24","16","2","3","3","7","1",2020-05-04
41,"Sejong","46","3","42","1","38","3","0","1","0",2020-05-04
41,"Gyeonggi","681","168","470","29","327","52","62","43","1",2020-05-04
41,"Gangwon","53","14","32","17","15","0","0","7","0",2020-05-04
41,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-05-04
41,"Chung-nam","143","13","120","0","118","1","1","10","0",2020-05-04
41,"Jeon-buk","18","9","4","1","3","0","0","5","0",2020-05-04
41,"Jeon-nam","16","8","5","1","1","2","1","3","1",2020-05-04
41,"Gyeong-buk","1366","11","1224","566","466","192","0","131","0",2020-05-04
41,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-05-04
41,"Jeju","13","8","1","0","0","0","1","4","0",2020-05-04
41,"Airport","462","462","0","0","0","0","0","0","4",2020-05-04
42,"Seoul","637","257","357","8","264","16","69","23","0",2020-05-05
42,"Busan","138","25","84","12","53","18","1","29","0",2020-05-05
42,"Daegu","6856","21","6116","4510","677","925","4","719","0",2020-05-05
42,"Incheon","97","45","48","2","34","5","7","4","1",2020-05-05
42,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-05
42,"Daejeon","40","10","21","2","11","8","0","9","0",2020-05-05
42,"Ulsan","44","13","24","16","2","3","3","7","0",2020-05-05
42,"Sejong","46","3","42","1","38","3","0","1","0",2020-05-05
42,"Gyeonggi","681","168","470","29","327","52","62","43","0",2020-05-05
42,"Gangwon","53","14","32","17","15","0","0","7","0",2020-05-05
42,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-05-05
42,"Chung-nam","143","13","120","0","118","1","1","10","0",2020-05-05
42,"Jeon-buk","18","9","4","1","3","0","0","5","0",2020-05-05
42,"Jeon-nam","16","8","5","1","1","2","1","3","0",2020-05-05
42,"Gyeong-buk","1366","11","1224","566","466","192","0","131","0",2020-05-05
42,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-05-05
42,"Jeju","13","8","1","0","0","0","1","4","0",2020-05-05
42,"Airport","464","464","0","0","0","0","0","0","2",2020-05-05
43,"Seoul","637","257","357","8","264","16","69","23","0",2020-05-06
43,"Busan","138","25","84","12","53","18","1","29","0",2020-05-06
43,"Daegu","6856","21","6116","4510","679","923","4","719","0",2020-05-06
43,"Incheon","97","45","48","2","34","5","7","4","0",2020-05-06
43,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-06
43,"Daejeon","40","10","21","2","11","8","0","9","0",2020-05-06
43,"Ulsan","44","13","24","16","2","3","3","7","0",2020-05-06
43,"Sejong","46","3","42","1","38","3","0","1","0",2020-05-06
43,"Gyeonggi","681","168","470","29","327","52","62","43","0",2020-05-06
43,"Gangwon","53","14","32","17","15","0","0","7","0",2020-05-06
43,"Chung-buk","45","5","32","6","18","6","2","8","0",2020-05-06
43,"Chung-nam","143","13","120","0","118","1","1","10","0",2020-05-06
43,"Jeon-buk","18","9","4","1","3","0","0","5","0",2020-05-06
43,"Jeon-nam","16","8","5","1","1","2","1","3","0",2020-05-06
43,"Gyeong-buk","1366","11","1224","566","468","190","0","131","0",2020-05-06
43,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-05-06
43,"Jeju","13","8","1","0","0","0","1","4","0",2020-05-06
43,"Airport","466","466","0","0","0","0","0","0","2",2020-05-06
44,"Seoul","637","257","357","8","264","16","69","23","0",2020-05-07
44,"Busan","138","25","84","12","53","18","1","29","0",2020-05-07
44,"Daegu","6856","21","6115","4510","678","923","4","720","0",2020-05-07
44,"Incheon","97","45","48","2","34","5","7","4","0",2020-05-07
44,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-07
44,"Daejeon","41","11","21","2","11","8","0","9","1",2020-05-07
44,"Ulsan","44","13","24","16","2","3","3","7","0",2020-05-07
44,"Sejong","46","3","42","1","38","3","0","1","0",2020-05-07
44,"Gyeonggi","682","168","470","29","327","52","62","44","1",2020-05-07
44,"Gangwon","53","14","32","17","15","0","0","7","0",2020-05-07
44,"Chung-buk","46","6","32","6","18","6","2","8","1",2020-05-07
44,"Chung-nam","143","13","120","0","118","1","1","10","0",2020-05-07
44,"Jeon-buk","18","9","4","1","3","0","0","5","0",2020-05-07
44,"Jeon-nam","16","8","5","1","1","2","1","3","0",2020-05-07
44,"Gyeong-buk","1366","11","1224","566","468","190","0","131","0",2020-05-07
44,"Gyeong-nam","117","14","85","32","46","6","1","18","0",2020-05-07
44,"Jeju","13","8","1","0","0","0","1","4","0",2020-05-07
44,"Airport","467","467","0","0","0","0","0","0","1",2020-05-07
45,"Seoul","637","257","357","8","264","16","69","23","0",2020-05-08
45,"Busan","140","27","84","12","53","18","1","29","2",2020-05-08
45,"Daegu","6859","24","6115","4510","678","923","4","720","3",2020-05-08
45,"Incheon","97","45","48","2","34","5","7","4","0",2020-05-08
45,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-08
45,"Daejeon","41","11","21","2","11","8","0","9","0",2020-05-08
45,"Ulsan","44","13","24","16","2","3","3","7","0",2020-05-08
45,"Sejong","46","3","42","1","38","3","0","1","0",2020-05-08
45,"Gyeonggi","684","169","471","29","327","53","62","44","2",2020-05-08
45,"Gangwon","53","14","32","17","15","0","0","7","0",2020-05-08
45,"Chung-buk","47","7","32","6","18","6","2","8","1",2020-05-08
45,"Chung-nam","143","13","120","0","118","1","1","10","0",2020-05-08
45,"Jeon-buk","19","10","4","1","3","0","0","5","1",2020-05-08
45,"Jeon-nam","16","8","5","1","1","2","1","3","0",2020-05-08
